symbol	NMF rank	MMF localization	SAFE domain	SAFE localization	Entrez	BioGRID	HGNC	RefSeq	UniProt
ARHGEF7	12	centrosome	20	cell junction, plasma membrane	8874	114393	HGNC:15607	NM_001113511	Q14155
ARID1A	10	nuclear body	22	chromatin, nucleoplasm	8289	113894	HGNC:11110	NM_139135	O14497
ARID1B	10	nuclear body	22	chromatin, nucleoplasm	57492	121559	HGNC:18040	NM_020732	Q8NFD5
ARID2	9	nucleoplasm	22	chromatin, nucleoplasm	196528	128219	HGNC:18037	NM_152641	Q68CP9
ARID3A	2	chromatin	22	chromatin, nucleoplasm	1820	108154	HGNC:3031	NM_005224	Q99856
ARID3B	9	nucleoplasm	22	chromatin, nucleoplasm	10620	115865	HGNC:14350	NM_006465	Q8IVW6
ARID4B	9	nucleoplasm	22	chromatin, nucleoplasm	51742	119708	HGNC:15550	NM_016374	Q4LE39
ARID5B	10	nuclear body	22	chromatin, nucleoplasm	84159	123918	HGNC:17362	NM_032199	Q14865
ARL1	19	miscellaneous	-	-	400	106893	HGNC:692	NM_001177	P40616
ARL13B	7	endosome, lysosome	18	endosome, lysosome	200894	128353	HGNC:25419	NM_182896	Q3SXY8
ARL2	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	402	106895	HGNC:693	NM_001667	P36404
ARL3	7	endosome, lysosome	18	endosome, lysosome	403	106896	HGNC:694	NM_004311	P36405
ARL6IP5	3	ER membrane	19	nuclear outer membrane-ER membrane network	10550	115801	HGNC:16937	NM_006407	O75915
ARMC10	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	83787	123762	HGNC:21706	NM_031905	Q8N2F6
ARMCX2	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	9823	115161	HGNC:16869	NM_014782	Q7L311
ARMCX3	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	51566	119614	HGNC:24065	NM_016607	Q9UH62
ARMCX4	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	100131755	935464	HGNC:28615	NM_001256155	Q5H9R4
ARNT	2	chromatin	22	chromatin, nucleoplasm	405	106898	HGNC:700	NM_001197325	P27540
ARPC1A	5	actin cytoskeleton, cytosol	17	Arp2/3 protein complex	10552	115803	HGNC:703	NM_006409	Q92747
ARPC5	5	actin cytoskeleton, cytosol	17	Arp2/3 protein complex	10092	115399	HGNC:708	NM_005717	O15511
ARPC5L	5	actin cytoskeleton, cytosol	17	Arp2/3 protein complex	81873	123617	HGNC:23366	NM_030978	Q9BPX5
ARPIN	5	actin cytoskeleton, cytosol	17	Arp2/3 protein complex	348110	131507	HGNC:28782	NM_182616	Q7Z6K5
ARV1	3	ER membrane	19	nuclear outer membrane-ER membrane network	64801	122307	HGNC:29561	NM_022786	Q9H2C2
ARVCF	11	plasma membrane	20	cell junction, plasma membrane	421	106914	HGNC:728	NM_001670	O00192
ASAP1	1	cell junction	-	-	50807	119126	HGNC:2720	NM_018482	Q9ULH1
ASCC2	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	84164	123921	HGNC:24103	NM_032204	Q9H1I8
ASCC3	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	10973	116170	HGNC:18697	NM_006828	Q8N3C0
ASF1A	2	chromatin	22	chromatin, nucleoplasm	25842	117368	HGNC:20995	NM_014034	Q9Y294
ASF1B	2	chromatin	22	chromatin, nucleoplasm	55723	120845	HGNC:20996	NM_018154	Q9NVP2
ASH2L	2	chromatin	22	chromatin, nucleoplasm	9070	114528	HGNC:744	NM_004674	Q9UBL3
ASIC1	11	plasma membrane	1	no prediction	41	106559	HGNC:100	NM_020039	P78348
ASNS	5	actin cytoskeleton, cytosol	-	-	440	106932	HGNC:753	NM_001673	P08243
ASPH	6	ER lumen	4	ER lumen	444	106936	HGNC:757	NM_004318	Q12797
ASPM	12	centrosome	1	no prediction	259266	129236	HGNC:19048	NM_018136	Q8IZT6
ASXL2	1	cell junction	20	cell junction, plasma membrane	55252	120543	HGNC:23805	NM_018263	Q76L83
ATAD1	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	84896	124336	HGNC:25903	NM_032810	Q8NBU5
ATAD2	2	chromatin	22	chromatin, nucleoplasm	29028	118827	HGNC:30123	NM_014109	Q6PL18
ATAD3A	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	55210	120506	HGNC:25567	NM_018188	Q9NVI7
ATAD3B	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	83858	123774	HGNC:24007	NM_031921	Q5T9A4
ATAD5	9	nucleoplasm	22	chromatin, nucleoplasm	79915	122994	HGNC:25752	NM_024857	Q96QE3
ATF6	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	22926	116586	HGNC:791	NM_007348	P18850
ATF7IP	2	chromatin	22	chromatin, nucleoplasm	55729	120849	HGNC:20092	NM_018179	Q6VMQ6
ATG2A	20	early endosome, recycling endosome	18	endosome, lysosome	23130	116748	HGNC:29028	NM_015104	Q2TAZ0
ATG2B	13	mitochondrial outer membrane, peroxisome	1	no prediction	55102	120412	HGNC:20187	NM_018036	Q96BY7
ATG3	5	actin cytoskeleton, cytosol	-	-	64422	122171	HGNC:20962	NM_022488	Q9NT62
ATG4C	7	endosome, lysosome	18	endosome, lysosome	84938	124372	HGNC:16040	NM_032852	Q96DT6
ATG9A	3	ER membrane	-	-	79065	122518	HGNC:22408	NM_024085	Q7Z3C6
ATL1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	51062	119254	HGNC:11231	NM_001127713	Q8WXF7
ATL2	3	ER membrane	19	nuclear outer membrane-ER membrane network	64225	122115	HGNC:24047	NM_022374	Q8NHH9
ATP11A	11	plasma membrane	20	cell junction, plasma membrane	23250	116854	HGNC:13552	NM_015205	P98196
ATP11C	7	endosome, lysosome	18	endosome, lysosome	286410	130370	HGNC:13554	NM_173694	Q8NB49
ATP13A1	3	ER membrane	19	nuclear outer membrane-ER membrane network	57130	121393	HGNC:24215	NM_020410	Q9HD20
ATP13A2	7	endosome, lysosome	18	endosome, lysosome	23400	116973	HGNC:30213	NM_022089	Q9NQ11
ATP13A3	7	endosome, lysosome	18	endosome, lysosome	79572	122719	HGNC:24113	NM_024524	Q9H7F0
ATP1A1	11	plasma membrane	20	cell junction, plasma membrane	476	106966	HGNC:799	NM_001160233	P05023
ATP1B3	11	plasma membrane	1	no prediction	483	106973	HGNC:806	NM_001679	P54709
ATP2A2	3	ER membrane	19	nuclear outer membrane-ER membrane network	488	106978	HGNC:812	NM_001681	P16615
ATP2B1	11	plasma membrane	20	cell junction, plasma membrane	490	106980	HGNC:814	NM_001682	P20020
ATP2B4	11	plasma membrane	20	cell junction, plasma membrane	493	106983	HGNC:817	NM_001001396	P23634
ATP2C1	14	Golgi apparatus	9	Golgi apparatus	27032	117963	HGNC:13211	NM_001001486	P98194
ATP5F1A	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	498	106987	HGNC:823	NM_004046	P25705
ATP5F1B	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	506	106994	HGNC:830	NM_001686	P06576
ATP5F1C	4	mitochondrial matrix	1	no prediction	509	106997	HGNC:833	NM_005174	P36542
ATP5IF1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	93974	125063	HGNC:871	NM_016311	Q9UII2
ATP5ME	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	521	107005	HGNC:846	NM_007100	P56385
ATP5MF-PTCD1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	100526740	1529301	HGNC:38844	NM_001198879.1	
ATP5PB	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	515	107000	HGNC:840	NM_001688	P24539
ATP5PF	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	522	107006	HGNC:847	NM_001685	P18859
ATP5PO	6	ER lumen	-	-	539	107021	HGNC:850	NM_001697	P48047
ATP6AP2	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	10159	115461	HGNC:18305	NM_005765	O75787
ATP6V1B1	1	cell junction	1	no prediction	525	107008	HGNC:853	NM_001692	P15313
ATP6V1B2	7	endosome, lysosome	18	endosome, lysosome	526	107009	HGNC:854	NM_001693	P21281
ATP6V1F	3	ER membrane	13	cytoplasmic ribonucleoprotein granule	9296	114710	HGNC:16832	NM_004231	Q16864
ATP6V1H	7	endosome, lysosome	-	-	51606	119635	HGNC:18303	NM_015941	Q9UI12
ATP7A	1	cell junction	20	cell junction, plasma membrane	538	107020	HGNC:869	NM_000052	Q04656
ATP7B	7	endosome, lysosome	18	endosome, lysosome	540	107022	HGNC:870	NM_000053	P35670
ATP8A1	7	endosome, lysosome	18	endosome, lysosome	10396	115668	HGNC:13531	NM_006095	Q9Y2Q0
ATP8B2	11	plasma membrane	20	cell junction, plasma membrane	57198	121445	HGNC:13534	NM_020452	P98198
ATP9A	20	early endosome, recycling endosome	18	endosome, lysosome	10079	115389	HGNC:13540	NM_006045	O75110
ATPAF1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	64756	122270	HGNC:18803	NM_022745	Q5TC12
ATRIP	5	actin cytoskeleton, cytosol	1	no prediction	84126	313463	HGNC:33499	NM_130384	Q8WXE1
ATRX	9	nucleoplasm	22	chromatin, nucleoplasm	546	107028	HGNC:886	NM_000489	P46100
ATXN2	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	6311	112218	HGNC:10555	NM_002973	Q99700
ATXN2L	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	11273	116429	HGNC:31326	NM_007245	Q8WWM7
ATXN3	13	mitochondrial outer membrane, peroxisome	1	no prediction	4287	110433	HGNC:7106	NM_004993	P54252
AUP1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	550	107031	HGNC:891	NM_181575	Q9Y679
AURKA	11	plasma membrane	20	cell junction, plasma membrane	6790	112666	HGNC:11393	NM_003600	O14965
AURKB	2	chromatin	-	-	9212	114646	HGNC:11390	NM_004217	Q96GD4
AVL9	7	endosome, lysosome	18	endosome, lysosome	23080	116711	HGNC:28994	NM_015060	Q8NBF6
AXIN1	1	cell junction	20	cell junction, plasma membrane	8312	113909	HGNC:903	NM_003502	O15169
AZI2	12	centrosome	10	centrosome	64343	122142	HGNC:24002	NM_203326	Q9H6S1
B3GALT6	13	mitochondrial outer membrane, peroxisome	1	no prediction	126792	126016	HGNC:17978	NM_080605	Q96L58
B3GLCT	6	ER lumen	4	ER lumen	145173	126890	HGNC:20207	NM_194318	Q6Y288
B4GALT3	6	ER lumen	4	ER lumen	8703	114246	HGNC:926	NM_003779	O60512
B4GAT1	6	ER lumen	4	ER lumen	11041	116229	HGNC:15685	NM_006876	O43505
BAG2	19	miscellaneous	5	spliceosomal complex I	9532	114908	HGNC:938	NM_004282	O95816
BAG3	5	actin cytoskeleton, cytosol	-	-	9531	114907	HGNC:939	NM_004281	O95817
BAG6	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	7917	113647	HGNC:13919	NM_080703	P46379
BAHCC1	12	centrosome	14	centrosome enriched, P-body enriched	57597	121648	HGNC:29279	NM_001291324	Q9P281
BAIAP2	11	plasma membrane	20	cell junction, plasma membrane	10458	115721	HGNC:947	NM_001144888	Q9UQB8
BAIAP2L1	11	plasma membrane	20	cell junction, plasma membrane	55971	121017	HGNC:21649	NM_018842	Q9UHR4
BANF1	2	chromatin	22	chromatin, nucleoplasm	8815	114342	HGNC:17397	NM_003860	O75531
BAP1	2	chromatin	22	chromatin, nucleoplasm	8314	113911	HGNC:950	NM_004656	Q92560
BASP1	1	cell junction	20	cell junction, plasma membrane	10409	115680	HGNC:957	NM_001271606	P80723
BAX	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	581	107057	HGNC:959	NM_138763	Q07812
BAZ1A	9	nucleoplasm	22	chromatin, nucleoplasm	11177	116347	HGNC:960	NM_013448	Q9NRL2
BAZ1B	9	nucleoplasm	22	chromatin, nucleoplasm	9031	114497	HGNC:961	NM_032408	Q9UIG0
BAZ2A	9	nucleoplasm	22	chromatin, nucleoplasm	11176	116346	HGNC:962	NM_013449	Q9UIF9
BAZ2B	9	nucleoplasm	3	splicing speckles, nucleolus	29994	119019	HGNC:963	NM_001289975	Q9UIF8
BBS7	8	nucleolus	-	-	55212	120508	HGNC:18758	NM_018190	Q8IWZ6
BBX	9	nucleoplasm	22	chromatin, nucleoplasm	56987	121304	HGNC:14422	NM_020235	Q8WY36
BCAP29	15	nuclear outer membrane-ER membrane network	-	-	55973	121019	HGNC:24131	NM_018844	Q9UHQ4
BCAP31	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	10134	115437	HGNC:16695	NM_005745	P51572
BCAR1	5	actin cytoskeleton, cytosol	20	cell junction, plasma membrane	9564	114934	HGNC:971	NM_014567	P56945
BCAR3	12	centrosome	20	cell junction, plasma membrane	8412	114000	HGNC:973	NM_001261408	O75815
BCAS2	19	miscellaneous	5	spliceosomal complex I	10286	115575	HGNC:975	NM_005872	O75934
BCAS3	5	actin cytoskeleton, cytosol	-	-	54828	120182	HGNC:14347	NM_017679	Q9H6U6
BCCIP	19	miscellaneous	1	no prediction	56647	121161	HGNC:978	NM_016567	Q9P287
BCKDHA	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	593	107065	HGNC:986	NM_000709	P12694
BCKDK	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	10295	115583	HGNC:16902	NM_005881	O14874
BCL11A	9	nucleoplasm	22	chromatin, nucleoplasm	53335	119737	HGNC:13221	NM_022893	Q9H165
BCL2L13	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	23786	117285	HGNC:17164	NM_015367	Q9BXK5
BCL7C	2	chromatin	22	chromatin, nucleoplasm	9274	114691	HGNC:1006	NM_004765	Q8WUZ0
BCL9	1	cell junction	20	cell junction, plasma membrane	607	107079	HGNC:1008	NM_004326	O00512
BCLAF1	10	nuclear body	3	splicing speckles, nucleolus	9774	115118	HGNC:16863	NM_014739	Q9NYF8
BCOR	9	nucleoplasm	22	chromatin, nucleoplasm	54880	120228	HGNC:20893	NM_017745	Q6W2J9
BCORL1	9	nucleoplasm	22	chromatin, nucleoplasm	63035	121961	HGNC:25657	NM_021946	Q5H9F3
BCR	11	plasma membrane	20	cell junction, plasma membrane	613	107083	HGNC:1014	NM_004327	P11274
BCS1L	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	617	107087	HGNC:1020	NM_004328	Q9Y276
BDP1	9	nucleoplasm	22	chromatin, nucleoplasm	55814	120924	HGNC:13652	NM_018429	A6H8Y1
BEND3	9	nucleoplasm	22	chromatin, nucleoplasm	57673	121704	HGNC:23040	NM_020913	Q5T5X7
BET1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	10282	115571	HGNC:14562	NM_005868	O15155
BET1L	14	Golgi apparatus	9	Golgi apparatus	51272	119425	HGNC:19348	NM_016526	Q9NYM9
BFSP1	12	centrosome	1	no prediction	631	107100	HGNC:1040	NM_001195	Q12934
BHLHE40	19	miscellaneous	24	nuclear pore	8553	114123	HGNC:1046	NM_003670	O14503
BICD1	12	centrosome	-	-	636	107105	HGNC:1049	NM_001714	Q96G01
BICD2	12	centrosome	-	-	23299	116891	HGNC:17208	NM_015250	Q8TD16
BICRA	9	nucleoplasm	22	chromatin, nucleoplasm	29998	119022	HGNC:4332	NM_015711	Q9NZM4
BID	18	mitochondrial inner membrane, mitochondrial intermembrane space	1	no prediction	637	107106	HGNC:1050	NM_197966	P55957
BIRC6	12	centrosome	-	-	57448	121521	HGNC:13516	NM_016252	Q9NR09
BLM	9	nucleoplasm	22	chromatin, nucleoplasm	641	107110	HGNC:1058	NM_000057	P54132
BLOC1S6	7	endosome, lysosome	18	endosome, lysosome	26258	117644	HGNC:8549	NM_012388	Q9UL45
BMP2K	5	actin cytoskeleton, cytosol	6	clathrin coat	55589	120735	HGNC:18041	NM_017593	Q9NSY1
BMS1	8	nucleolus	3	splicing speckles, nucleolus	9790	115134	HGNC:23505	NM_014753	Q14692
BNIP1	3	ER membrane	19	nuclear outer membrane-ER membrane network	662	107130	HGNC:1082	NM_013979	Q12981
BNIP2	20	early endosome, recycling endosome	18	endosome, lysosome	663	107131	HGNC:1083	NM_004330	Q12982
BNIP3	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	664	107132	HGNC:1084	NM_004052	Q12983
BNIP3L	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	665	107133	HGNC:1085	NM_004331	O60238
BOD1L1	2	chromatin	22	chromatin, nucleoplasm	259282	129238	HGNC:31792	NM_148894	Q8NFC6
BOP1	8	nucleolus	3	splicing speckles, nucleolus	23246	116850	HGNC:15519	NM_015201	Q14137
BORCS5	7	endosome, lysosome	18	endosome, lysosome	118426	125600	HGNC:17950	NM_001300742	Q969J3
BORCS6	7	endosome, lysosome	18	endosome, lysosome	54785	120149	HGNC:25939	NM_017622	Q96GS4
BPTF	2	chromatin	22	chromatin, nucleoplasm	2186	108481	HGNC:3581	NM_182641	Q12830
BRAF	11	plasma membrane	20	cell junction, plasma membrane	673	107141	HGNC:1097	NM_004333	P15056
BRCA1	10	nuclear body	22	chromatin, nucleoplasm	672	107140	HGNC:1100	NM_007294	P38398
BRCA2	12	centrosome	14	centrosome enriched, P-body enriched	675	107142	HGNC:1101	NM_000059	P51587
BRD1	2	chromatin	22	chromatin, nucleoplasm	23774	117273	HGNC:1102	NM_014577	O95696
BRD2	9	nucleoplasm	22	chromatin, nucleoplasm	6046	111973	HGNC:1103	NM_001113182	P25440
BRD3	2	chromatin	22	chromatin, nucleoplasm	8019	113715	HGNC:1104	NM_007371	Q15059
BRD4	10	nuclear body	22	chromatin, nucleoplasm	23476	117036	HGNC:13575	NM_058243	O60885
BRD7	2	chromatin	22	chromatin, nucleoplasm	29117	118883	HGNC:14310	NM_013263	Q9NPI1
BRD8	2	chromatin	22	chromatin, nucleoplasm	10902	116108	HGNC:19874	NM_006696	Q9H0E9
BRI3BP	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	140707	126665	HGNC:14251	NM_080626	Q8WY22
BRIP1	10	nuclear body	22	chromatin, nucleoplasm	83990	123841	HGNC:20473	NM_032043	Q9BX63
BRIX1	19	miscellaneous	1	no prediction	55299	120586	HGNC:24170	NM_018321	Q8TDN6
BRPF1	9	nucleoplasm	22	chromatin, nucleoplasm	7862	113614	HGNC:14255	NM_001003694	P55201
BRPF3	2	chromatin	-	-	27154	118036	HGNC:14256	NM_015695	Q9ULD4
BRSK2	11	plasma membrane	20	cell junction, plasma membrane	9024	114491	HGNC:11405	NM_003957	Q8IWQ3
BRWD1	9	nucleoplasm	1	no prediction	54014	119828	HGNC:12760	NM_033656	Q9NSI6
BSDC1	14	Golgi apparatus	9	Golgi apparatus	55108	120418	HGNC:25501	NM_018045	Q9NW68
BSG	11	plasma membrane	20	cell junction, plasma membrane	682	107147	HGNC:1116	NM_001728	P35613
BTAF1	2	chromatin	22	chromatin, nucleoplasm	9044	114506	HGNC:17307	NM_003972	O14981
BTF3	8	nucleolus	1	no prediction	689	107154	HGNC:1125	NM_001207	P20290
BTF3L4	8	nucleolus	1	no prediction	91408	124828	HGNC:30547	NM_152265	Q96K17
BTN3A2	3	ER membrane	-	-	11118	116293	HGNC:1139	NM_001197246	P78410
BTN3A3	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	10384	115657	HGNC:1140	NM_006994	O00478
BUB1	5	actin cytoskeleton, cytosol	12	anaphase-promoting complex, kinesin complex	699	107164	HGNC:1148	NM_004336	O43683
BUB1B	5	actin cytoskeleton, cytosol	-	-	701	107166	HGNC:1149	NM_001211	O60566
BUD13	10	nuclear body	3	splicing speckles, nucleolus	84811	124272	HGNC:28199	NM_032725	Q9BRD0
BUD31	2	chromatin	22	chromatin, nucleoplasm	8896	114413	HGNC:29629	NM_003910	P41223
BYSL	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	705	107167	HGNC:1157	NM_004053	Q13895
C10orf12	9	nucleoplasm	22	chromatin, nucleoplasm					
C10orf88	5	actin cytoskeleton, cytosol	6	clathrin coat	80007	123064	HGNC:25822	NM_024942	Q9H8K7
C11orf49	12	centrosome	-	-	79096	122543	HGNC:28720	NM_024113	Q9H6J7
C11orf58	10	nuclear body	22	chromatin, nucleoplasm	10944	116144	HGNC:16990	NM_014267	O00193
C12orf43	8	nucleolus	3	splicing speckles, nucleolus	64897	122339	HGNC:25719	NM_022895	Q96C57
C12orf73	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	728568	608990	HGNC:34450	NM_001135570	Q69YU5
C16orf58	3	ER membrane	19	nuclear outer membrane-ER membrane network	64755	122269	HGNC:25848	NM_022744	Q96GQ5
C16orf70	5	actin cytoskeleton, cytosol	1	no prediction	80262	123204	HGNC:29564	NM_025187	Q9BSU1
C17orf49	2	chromatin	22	chromatin, nucleoplasm	124944	125903	HGNC:28737	NM_174893	Q8IXM2
C17orf80	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	55028	120358	HGNC:29601	NM_017941	Q9BSJ5
C18orf21	8	nucleolus	3	splicing speckles, nucleolus	83608	123699	HGNC:28802	NM_031446	Q32NC0
C18orf25	10	nuclear body	22	chromatin, nucleoplasm	147339	127053	HGNC:28172	NM_145055	Q96B23
C18orf32	13	mitochondrial outer membrane, peroxisome	19	nuclear outer membrane-ER membrane network	497661	139005	HGNC:31690	NM_001035005	Q8TCD1
C19orf25	15	nuclear outer membrane-ER membrane network	-	-	148223	127131	HGNC:26711	NM_152482	Q9UFG5
C19orf44	12	centrosome	1	no prediction	84167	123923	HGNC:26141	NM_032207	Q9H6X5
C19orf47	2	chromatin	3	splicing speckles, nucleolus	126526	125997	HGNC:26723	NM_178830	Q8N9M1
C1QBP	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	708	107169	HGNC:1243	NM_001212	Q07021
C1orf131	8	nucleolus	3	splicing speckles, nucleolus	128061	126091	HGNC:25332	NM_152379	Q8NDD1
C1orf174	2	chromatin	22	chromatin, nucleoplasm	339448	130884	HGNC:27915	NM_207356	Q8IYL3
C1orf198	5	actin cytoskeleton, cytosol	-	-	84886	124327	HGNC:25900	NM_032800	Q9H425
